Store_ID,Month,Product_ID,total_revenue,revenue_percentage,total_units_sold,avg_selling_price,avg_inventory_level,cumulative_percent,abc_class
S003,2023-02,P0133,216595.39623117447,4.82,3821,56.69,191.21,4.82,A
S003,2023-02,P0046,216229.24543619153,4.81,4042,53.5,194.39,9.63,A
S003,2023-02,P0125,212399.54063673015,4.73,4132,51.4,193.43,14.36,A
S003,2023-02,P0066,208300.83063540456,4.63,3722,55.96,187.50,18.99,A
S003,2023-02,P0061,187015.60559930804,4.16,3669,50.97,181.86,23.15,A
S003,2023-02,P0126,179096.6545358658,3.98,3322,53.91,158.82,27.13,A
S003,2023-02,P0187,178422.26453208923,3.97,3738,47.73,181.00,31.1,A
S003,2023-02,P0178,177709.0117078781,3.95,3790,46.89,186.11,35.06,A
S003,2023-02,P0057,168921.46747856142,3.76,3382,49.95,175.79,38.82,A
S003,2023-02,P0183,167143.92731666565,3.72,2711,61.65,144.14,42.53,A
S003,2023-02,P0016,165867.4653601646,3.69,3949,42,197.18,46.23,A
S003,2023-02,P0069,161635.740585041,3.6,3746,43.15,182.43,49.82,A
S003,2023-02,P0166,156336.4716662407,3.48,2797,55.89,146.75,53.3,A
S003,2023-02,P0079,147925.47173137666,3.29,2825,52.36,143.64,56.59,A
S003,2023-02,P0175,139448.04136047364,3.1,2720,51.27,148.71,59.69,A
S003,2023-02,P0153,137780.83749809265,3.07,2653,51.93,139.79,62.76,A
S003,2023-02,P0017,136740.7668422699,3.04,2767,49.42,139.46,65.8,A
S003,2023-02,P0096,135822.7494664192,3.02,2730,49.75,145.71,68.82,A
S003,2023-02,P0171,131959.84820098875,2.94,2539,51.97,142.57,71.76,A
S003,2023-02,P0085,130059.35463266373,2.89,2616,49.72,147.86,74.65,A
S003,2023-02,P0129,129519.07510261534,2.88,2730,47.44,144.39,77.53,A
S003,2023-02,P0068,127854.80033082963,2.84,2573,49.69,137.32,80.38,B
S003,2023-02,P0159,125538.01916036606,2.79,2525,49.72,146.29,83.17,B
S003,2023-02,P0149,125168.7862956047,2.78,2787,44.91,158.07,85.96,B
S003,2023-02,P0067,125135.02155532838,2.78,2492,50.21,140.82,88.74,B
S003,2023-02,P0031,124603.19458088874,2.77,2590,48.11,143.79,91.51,B
S003,2023-02,P0070,108581.42993488311,2.42,2389,45.45,142.07,93.93,B
S003,2023-02,P0094,97139.801516819,2.16,2252,43.13,128.54,96.09,C
S003,2023-02,P0083,91592.73700270653,2.04,2252,40.67,128.89,98.13,C
S003,2023-02,P0116,84203.30555019379,1.87,2356,35.74,141.14,100,C
S003,2023-03,P0125,185724.51106967928,4.19,3195,58.13,161.13,4.19,A
S003,2023-03,P0171,178310.37894964218,4.02,2798,63.73,144.68,8.22,A
S003,2023-03,P0187,167793.59782619477,3.79,3027,55.43,145.74,12,A
S003,2023-03,P0067,167660.1647553444,3.78,2786,60.18,140.90,15.79,A
S003,2023-03,P0178,166082.5567548752,3.75,3171,52.38,153.16,19.54,A
S003,2023-03,P0166,165977.86377253538,3.75,3005,55.23,148.58,23.28,A
S003,2023-03,P0096,165576.8646129131,3.74,2909,56.92,133.74,27.02,A
S003,2023-03,P0057,162316.58517756462,3.66,2928,55.44,135.55,30.68,A
S003,2023-03,P0083,159716.72718925477,3.61,2762,57.83,140.32,34.29,A
S003,2023-03,P0133,158083.17299261093,3.57,3155,50.11,154.32,37.86,A
S003,2023-03,P0046,152835.39337158203,3.45,2883,53.01,140.03,41.31,A
S003,2023-03,P0016,150046.16482629775,3.39,3076,48.78,153.61,44.69,A
S003,2023-03,P0126,149934.8161679268,3.38,3239,46.29,159.10,48.08,A
S003,2023-03,P0175,147747.23794059752,3.33,2680,55.13,144.16,51.41,A
S003,2023-03,P0031,147573.2757843971,3.33,2615,56.43,119.61,54.74,A
S003,2023-03,P0085,146619.38650894165,3.31,2896,50.63,149.32,58.05,A
S003,2023-03,P0066,146324.60066156386,3.3,3038,48.16,145.26,61.36,A
S003,2023-03,P0094,144463.5159239769,3.26,2888,50.02,131.39,64.62,A
S003,2023-03,P0079,140954.48168187143,3.18,2848,49.49,142.06,67.8,A
S003,2023-03,P0116,140306.6642801285,3.17,2880,48.72,135.35,70.97,A
S003,2023-03,P0149,139727.11683902738,3.15,3015,46.34,150.81,74.12,A
S003,2023-03,P0183,135921.30021762848,3.07,2891,47.02,142.32,77.19,A
S003,2023-03,P0153,135809.7701864243,3.07,2779,48.87,139.74,80.25,B
S003,2023-03,P0069,134907.46305770872,3.05,2968,45.45,154.00,83.3,B
S003,2023-03,P0070,131215.48731870652,2.96,2800,46.86,126.00,86.26,B
S003,2023-03,P0129,126138.9349609375,2.85,2716,46.44,130.71,89.11,B
S003,2023-03,P0017,126131.03970127105,2.85,3143,40.13,141.48,91.95,B
S003,2023-03,P0061,125040.05710611343,2.82,2556,48.92,130.29,94.78,B
S003,2023-03,P0068,119656.39729003907,2.7,2480,48.25,123.55,97.48,C
S003,2023-03,P0159,111735.43891124724,2.52,2707,41.28,133.55,100,C
S003,2023-04,P0171,165113.08601989746,3.92,2914,56.66,150.23,3.92,A
S003,2023-04,P0066,164737.83129978177,3.91,3073,53.61,153.50,7.82,A
S003,2023-04,P0085,163395.55875396726,3.88,3070,53.22,156.77,11.7,A
S003,2023-04,P0083,157181.0797323227,3.73,2928,53.68,135.57,15.43,A
S003,2023-04,P0094,153521.87770233155,3.64,2764,55.54,137.13,19.07,A
S003,2023-04,P0126,151864.8482369423,3.6,2763,54.96,143.47,22.67,A
S003,2023-04,P0017,151828.09097766876,3.6,2688,56.48,140.10,26.28,A
S003,2023-04,P0149,150514.31949806213,3.57,2815,53.47,144.40,29.85,A
S003,2023-04,P0016,147252.8562129974,3.49,2818,52.25,144.17,33.34,A
S003,2023-04,P0096,146842.87856788636,3.48,2844,51.63,144.00,36.82,A
S003,2023-04,P0070,146001.47856388093,3.46,2660,54.89,146.27,40.29,A
S003,2023-04,P0133,145652.33973689075,3.46,2933,49.66,147.93,43.74,A
S003,2023-04,P0046,145517.52347240451,3.45,3121,46.63,144.40,47.19,A
S003,2023-04,P0116,144962.63166522983,3.44,3114,46.55,147.57,50.63,A
S003,2023-04,P0187,142183.74015645983,3.37,2863,49.66,136.37,54,A
S003,2023-04,P0166,141535.72965488434,3.36,2965,47.74,144.93,57.36,A
S003,2023-04,P0069,140145.84088468552,3.32,2878,48.7,138.67,60.69,A
S003,2023-04,P0067,138702.72462649347,3.29,2938,47.21,144.27,63.98,A
S003,2023-04,P0183,138049.21599636078,3.27,2837,48.66,135.87,67.25,A
S003,2023-04,P0178,137761.07711772918,3.27,2822,48.82,138.57,70.52,A
S003,2023-04,P0153,136858.49848861696,3.25,2835,48.27,142.83,73.77,A
S003,2023-04,P0068,134045.02310647967,3.18,2721,49.26,139.80,76.95,A
S003,2023-04,P0079,133393.28580107688,3.16,3016,44.23,146.10,80.11,B
S003,2023-04,P0159,129719.5794405937,3.08,2571,50.45,132.53,83.19,B
S003,2023-04,P0061,129644.74716014863,3.08,2597,49.92,123.67,86.26,B
S003,2023-04,P0125,125952.23438596727,2.99,2557,49.26,132.40,89.25,B
S003,2023-04,P0031,121568.00917167663,2.88,2558,47.52,140.23,92.14,B
S003,2023-04,P0129,119515.57166223523,2.84,3280,36.44,158.87,94.97,B
S003,2023-04,P0175,109633.76731553079,2.6,2498,43.89,138.57,97.57,C
S003,2023-04,P0057,102386.0638215065,2.43,2431,42.12,124.40,100,C
S003,2023-05,P0094,177616.08320827485,3.94,3713,47.84,169.06,3.94,A
S003,2023-05,P0129,175840.0584558487,3.9,3093,56.85,144.00,7.84,A
S003,2023-05,P0171,173827.35349063872,3.86,3105,55.98,152.19,11.7,A
S003,2023-05,P0096,171456.65869026183,3.8,3051,56.2,148.77,15.5,A
S003,2023-05,P0046,167922.63800640107,3.73,2884,58.23,145.68,19.23,A
S003,2023-05,P0159,161385.84668149948,3.58,2651,60.88,137.52,22.81,A
S003,2023-05,P0017,159426.8384885788,3.54,2960,53.86,147.77,26.35,A
S003,2023-05,P0175,158179.08347492217,3.51,2797,56.55,137.81,29.86,A
S003,2023-05,P0187,157406.02436423302,3.49,2973,52.95,142.97,33.35,A
S003,2023-05,P0085,156602.3356854439,3.47,2742,57.11,131.58,36.82,A
S003,2023-05,P0057,156426.04603557588,3.47,3043,51.41,137.13,40.29,A
S003,2023-05,P0069,155494.80927743917,3.45,3064,50.75,144.65,43.74,A
S003,2023-05,P0133,155468.54820690156,3.45,2979,52.19,142.03,47.19,A
S003,2023-05,P0116,154817.07499580385,3.43,3078,50.3,152.74,50.63,A
S003,2023-05,P0125,151902.94122238157,3.37,2764,54.96,135.65,54,A
S003,2023-05,P0061,149501.39842290877,3.32,2934,50.95,146.19,57.32,A
S003,2023-05,P0166,149169.9597807884,3.31,3571,41.77,157.58,60.63,A
S003,2023-05,P0149,146740.7682510376,3.26,2739,53.57,128.35,63.88,A
S003,2023-05,P0153,146322.4132238388,3.25,3041,48.12,141.13,67.13,A
S003,2023-05,P0016,145957.5870499611,3.24,2885,50.59,139.39,70.37,A
S003,2023-05,P0083,144487.72569894788,3.21,2651,54.5,134.03,73.57,A
S003,2023-05,P0070,140179.02369747162,3.11,2735,51.25,136.13,76.68,A
S003,2023-05,P0126,139710.70663566588,3.1,2833,49.32,147.52,79.78,A
S003,2023-05,P0178,139585.93891458513,3.1,3101,45.01,152.97,82.88,B
S003,2023-05,P0079,136827.953487587,3.04,2939,46.56,138.81,85.91,B
S003,2023-05,P0067,134251.32357797623,2.98,2878,46.65,140.10,88.89,B
S003,2023-05,P0066,129632.19912519459,2.88,2700,48.01,140.58,91.77,B
S003,2023-05,P0183,128356.44053544995,2.85,2694,47.65,132.23,94.62,B
S003,2023-05,P0068,121703.14219002724,2.7,2924,41.62,142.03,97.32,C
S003,2023-05,P0031,120902.92861099244,2.68,2663,45.4,127.29,100,C
S003,2023-06,P0094,201035.43076887133,4.55,3605,55.77,176.53,4.55,A
S003,2023-06,P0166,193352.2145303249,4.38,3755,51.49,176.67,8.93,A
S003,2023-06,P0126,175216.3618614197,3.97,3115,56.25,153.60,12.9,A
S003,2023-06,P0083,169919.90176334383,3.85,2902,58.55,145.07,16.75,A
S003,2023-06,P0129,169119.07772712706,3.83,2891,58.5,149.80,20.58,A
S003,2023-06,P0187,168219.30632591248,3.81,3254,51.7,166.17,24.38,A
S003,2023-06,P0085,163153.69198360445,3.69,2878,56.69,145.73,28.08,A
S003,2023-06,P0125,160330.60045871735,3.63,2954,54.28,146.47,31.71,A
S003,2023-06,P0066,159414.28632545474,3.61,3028,52.65,162.63,35.32,A
S003,2023-06,P0031,155540.14077224734,3.52,2969,52.39,144.77,38.84,A
S003,2023-06,P0067,152680.6839993477,3.46,2820,54.14,140.10,42.3,A
S003,2023-06,P0046,151820.1915102005,3.44,2957,51.34,141.60,45.74,A
S003,2023-06,P0178,151227.90511541365,3.42,2883,52.46,150.10,49.16,A
S003,2023-06,P0057,145540.02252883915,3.3,2581,56.39,127.07,52.46,A
S003,2023-06,P0061,141947.97176218033,3.21,2719,52.21,137.20,55.67,A
S003,2023-06,P0133,141205.30818729402,3.2,2831,49.88,148.50,58.87,A
S003,2023-06,P0175,140596.1298784256,3.18,2551,55.11,141.23,62.05,A
S003,2023-06,P0149,137203.0130393982,3.11,2548,53.85,126.27,65.16,A
S003,2023-06,P0016,136798.59291648865,3.1,2650,51.62,138.70,68.26,A
S003,2023-06,P0079,134538.08835315704,3.05,2583,52.09,139.43,71.3,A
S003,2023-06,P0070,133370.76794433594,3.02,2486,53.65,133.43,74.32,A
S003,2023-06,P0171,132483.13076610563,3,2671,49.6,140.83,77.32,A
S003,2023-06,P0116,129906.95040683747,2.94,2736,47.48,143.87,80.27,B
S003,2023-06,P0183,129165.65872344971,2.92,2760,46.8,135.10,83.19,B
S003,2023-06,P0068,127250.47191362381,2.88,2678,47.52,143.77,86.07,B
S003,2023-06,P0069,126082.83039073943,2.86,2766,45.58,137.40,88.93,B
S003,2023-06,P0017,125461.99188566208,2.84,2755,45.54,131.23,91.77,B
S003,2023-06,P0159,124207.34063568115,2.81,2711,45.82,128.20,94.58,B
S003,2023-06,P0096,120575.11520586016,2.73,2483,48.56,125.03,97.31,C
S003,2023-06,P0153,118758.10388565065,2.69,2605,45.59,133.10,100,C
S003,2023-07,P0094,208962.45491924285,4.74,3894,53.66,172.35,4.74,A
S003,2023-07,P0166,205562.06348781582,4.67,3873,53.08,169.10,9.41,A
S003,2023-07,P0126,171472.19031610488,3.89,3153,54.38,138.90,13.3,A
S003,2023-07,P0068,164619.57200784684,3.74,3028,54.37,141.55,17.04,A
S003,2023-07,P0017,164600.52868056297,3.74,3322,49.55,154.03,20.78,A
S003,2023-07,P0096,160986.7027059078,3.65,3229,49.86,161.39,24.43,A
S003,2023-07,P0183,157656.6775186062,3.58,3232,48.78,154.48,28.01,A
S003,2023-07,P0178,153506.32343349454,3.48,2922,52.53,148.94,31.5,A
S003,2023-07,P0125,151161.79135513303,3.43,2550,59.28,136.84,34.93,A
S003,2023-07,P0083,147724.38655233383,3.35,2999,49.26,138.81,38.28,A
S003,2023-07,P0031,147380.12895965576,3.35,2687,54.85,136.10,41.63,A
S003,2023-07,P0070,147272.8652785301,3.34,2863,51.44,138.16,44.97,A
S003,2023-07,P0159,146064.465911293,3.32,2468,59.18,128.52,48.29,A
S003,2023-07,P0069,145982.88547334675,3.31,3283,44.47,149.81,51.6,A
S003,2023-07,P0187,144637.3344426155,3.28,2869,50.41,154.42,54.88,A
S003,2023-07,P0149,144037.76138238906,3.27,2965,48.58,154.71,58.15,A
S003,2023-07,P0079,142872.90194959645,3.24,2732,52.3,149.97,61.4,A
S003,2023-07,P0016,139739.43115010264,3.17,2837,49.26,141.39,64.57,A
S003,2023-07,P0116,139444.87491531376,3.17,2671,52.21,142.06,67.73,A
S003,2023-07,P0175,139335.62723937034,3.16,3029,46,148.71,70.9,A
S003,2023-07,P0057,138491.3962978363,3.14,3030,45.71,139.77,74.04,A
S003,2023-07,P0171,138032.45569725038,3.13,2666,51.78,139.55,77.17,A
S003,2023-07,P0061,137014.03518810272,3.11,2936,46.67,148.42,80.29,B
S003,2023-07,P0129,136605.02651348116,3.1,2746,49.75,136.65,83.39,B
S003,2023-07,P0133,135353.10746803286,3.07,3092,43.78,148.00,86.46,B
S003,2023-07,P0085,132598.25827827453,3.01,2683,49.42,148.39,89.47,B
S003,2023-07,P0067,130390.77715168,2.96,2735,47.67,137.35,92.43,B
S003,2023-07,P0153,127573.21669702529,2.9,2387,53.45,129.29,95.33,C
S003,2023-07,P0066,105949.70205636023,2.41,2416,43.85,131.29,97.73,C
S003,2023-07,P0046,99973.93430747985,2.27,2459,40.66,130.87,100,C
S003,2023-08,P0175,181198.86542139048,4.14,2976,60.89,139.10,4.14,A
S003,2023-08,P0116,178422.18931493757,4.08,3041,58.67,154.35,8.22,A
S003,2023-08,P0069,176827.14801607135,4.04,3212,55.05,162.10,12.26,A
S003,2023-08,P0083,172919.1608150482,3.95,2842,60.84,142.97,16.21,A
S003,2023-08,P0178,168513.7193185806,3.85,2908,57.95,144.61,20.06,A
S003,2023-08,P0066,166586.0817982197,3.81,3070,54.26,151.52,23.87,A
S003,2023-08,P0171,155041.26595191954,3.54,2932,52.88,140.97,27.41,A
S003,2023-08,P0187,153896.62285499575,3.52,2746,56.04,135.61,30.92,A
S003,2023-08,P0096,153188.4115887642,3.5,2892,52.97,146.35,34.42,A
S003,2023-08,P0031,152498.41827030183,3.48,3051,49.98,154.87,37.91,A
S003,2023-08,P0068,150051.60814228057,3.43,2848,52.69,129.19,41.34,A
S003,2023-08,P0094,145364.67303819655,3.32,2971,48.93,144.32,44.66,A
S003,2023-08,P0153,144115.49227371215,3.29,2975,48.44,142.90,47.95,A
S003,2023-08,P0057,144107.05117120745,3.29,3081,46.77,153.71,51.24,A
S003,2023-08,P0159,140123.5965333939,3.2,2821,49.67,141.84,54.45,A
S003,2023-08,P0079,139741.89126491547,3.19,2699,51.78,134.29,57.64,A
S003,2023-08,P0061,139564.84057683946,3.19,2820,49.49,131.26,60.83,A
S003,2023-08,P0070,138027.96380281448,3.15,2832,48.74,148.71,63.98,A
S003,2023-08,P0129,137862.80758476254,3.15,2859,48.22,149.32,67.13,A
S003,2023-08,P0067,137600.41684942244,3.14,2864,48.04,143.90,70.28,A
S003,2023-08,P0017,136759.72466640474,3.12,2925,46.76,151.97,73.4,A
S003,2023-08,P0133,136422.33280553817,3.12,2960,46.09,134.10,76.52,A
S003,2023-08,P0125,136203.10546417237,3.11,2852,47.76,140.42,79.63,A
S003,2023-08,P0149,131454.18710374832,3,2785,47.2,144.81,82.63,B
S003,2023-08,P0016,131026.1965274811,2.99,2664,49.18,132.32,85.63,B
S003,2023-08,P0166,130183.21692733763,2.97,2584,50.38,138.74,88.6,B
S003,2023-08,P0085,128189.75582113264,2.93,2639,48.58,134.39,91.53,B
S003,2023-08,P0126,126538.8428618431,2.89,2937,43.08,137.87,94.42,B
S003,2023-08,P0046,124290.87644748687,2.84,2715,45.78,133.03,97.26,C
S003,2023-08,P0183,119832.0153250694,2.74,2632,45.53,134.52,100,C
S003,2023-09,P0066,167639.29745082857,4.03,2856,58.7,141.30,4.03,A
S003,2023-09,P0153,167398.82241392136,4.02,3132,53.45,150.17,8.05,A
S003,2023-09,P0096,163706.4766263962,3.93,2818,58.09,139.90,11.99,A
S003,2023-09,P0085,156435.28198771476,3.76,3147,49.71,152.50,15.75,A
S003,2023-09,P0067,154576.2834377289,3.72,2844,54.35,143.33,19.46,A
S003,2023-09,P0046,151783.89048976896,3.65,3108,48.84,155.80,23.11,A
S003,2023-09,P0166,151618.45702438356,3.64,2789,54.36,134.53,26.76,A
S003,2023-09,P0094,151076.7259015083,3.63,2721,55.52,137.47,30.39,A
S003,2023-09,P0159,150727.36215114594,3.62,2696,55.91,146.50,34.01,A
S003,2023-09,P0070,145087.2222139358,3.49,2619,55.4,140.70,37.5,A
S003,2023-09,P0133,142959.46207466122,3.44,2784,51.35,147.47,40.93,A
S003,2023-09,P0068,142846.77898206713,3.43,2717,52.58,145.70,44.37,A
S003,2023-09,P0129,141317.3042814255,3.4,3153,44.82,144.67,47.76,A
S003,2023-09,P0126,140732.15887970926,3.38,2920,48.2,146.73,51.14,A
S003,2023-09,P0149,139922.83426570892,3.36,2753,50.83,142.03,54.51,A
S003,2023-09,P0017,135866.20245571138,3.27,2777,48.93,144.73,57.77,A
S003,2023-09,P0183,135065.80725774766,3.25,2583,52.29,126.20,61.02,A
S003,2023-09,P0079,134902.3240091324,3.24,2583,52.23,129.57,64.26,A
S003,2023-09,P0116,133944.02133045194,3.22,2842,47.13,149.47,67.48,A
S003,2023-09,P0016,131436.01792831422,3.16,2697,48.73,137.87,70.64,A
S003,2023-09,P0057,128927.68660736084,3.1,2807,45.93,129.50,73.74,A
S003,2023-09,P0125,127455.16041917802,3.06,3092,41.22,149.40,76.8,A
S003,2023-09,P0069,126819.6921880722,3.05,2664,47.6,145.30,79.85,A
S003,2023-09,P0171,126602.83673691751,3.04,2486,50.93,141.73,82.89,B
S003,2023-09,P0083,122786.6092944145,2.95,2419,50.76,135.73,85.85,B
S003,2023-09,P0187,121409.56556820868,2.92,2704,44.9,132.87,88.76,B
S003,2023-09,P0178,118912.97139129642,2.86,2411,49.32,131.50,91.62,B
S003,2023-09,P0061,118788.85349855424,2.86,2695,44.08,141.23,94.48,B
S003,2023-09,P0031,116685.01615581513,2.8,2481,47.03,127.73,97.28,C
S003,2023-09,P0175,113116.8757730961,2.72,2485,45.52,119.37,100,C
S003,2023-10,P0178,185152.7828601837,4.37,3296,56.17,152.58,4.37,A
S003,2023-10,P0070,162006.5372144699,3.82,3145,51.51,150.97,8.19,A
S003,2023-10,P0067,161292.915864563,3.8,2975,54.22,141.61,11.99,A
S003,2023-10,P0166,160841.12929697038,3.79,3269,49.2,145.13,15.79,A
S003,2023-10,P0187,160511.57009849543,3.79,2937,54.65,138.19,19.57,A
S003,2023-10,P0096,153671.92254257202,3.62,2828,54.34,136.90,23.19,A
S003,2023-10,P0085,152793.41348228452,3.6,2706,56.46,134.06,26.8,A
S003,2023-10,P0083,151119.52959313392,3.56,2865,52.75,132.45,30.36,A
S003,2023-10,P0094,150232.951838398,3.54,2844,52.82,143.13,33.91,A
S003,2023-10,P0046,150172.93105812077,3.54,3000,50.06,149.55,37.45,A
S003,2023-10,P0126,149906.93515844346,3.54,3179,47.16,155.03,40.98,A
S003,2023-10,P0057,148639.3005914688,3.51,3094,48.04,154.45,44.49,A
S003,2023-10,P0069,146930.84195213317,3.47,2681,54.8,137.16,47.95,A
S003,2023-10,P0133,146227.49192256926,3.45,2699,54.18,137.74,51.4,A
S003,2023-10,P0061,143962.21433386803,3.4,2888,49.85,140.87,54.8,A
S003,2023-10,P0017,138136.87996015552,3.26,2799,49.35,149.65,58.06,A
S003,2023-10,P0175,136398.49972715374,3.22,3158,43.19,157.90,61.27,A
S003,2023-10,P0125,136276.07038574218,3.21,2795,48.76,149.13,64.49,A
S003,2023-10,P0066,134980.40573501587,3.18,2921,46.21,136.10,67.67,A
S003,2023-10,P0068,134194.26662950515,3.16,3065,43.78,148.26,70.84,A
S003,2023-10,P0159,132478.1089838982,3.12,2864,46.26,144.35,73.96,A
S003,2023-10,P0183,129496.10719070435,3.05,2787,46.46,129.77,77.01,A
S003,2023-10,P0153,128734.1448122978,3.04,2575,49.99,117.94,80.05,B
S003,2023-10,P0031,126502.31756010055,2.98,2400,52.71,122.45,83.03,B
S003,2023-10,P0116,124051.26308689115,2.93,2674,46.39,146.58,85.96,B
S003,2023-10,P0079,122564.98343791961,2.89,2769,44.26,132.32,88.85,B
S003,2023-10,P0129,121074.29940414427,2.86,2565,47.2,129.65,91.71,B
S003,2023-10,P0149,119719.81646566391,2.82,2763,43.33,141.68,94.53,B
S003,2023-10,P0016,116169.47894945147,2.74,2694,43.12,136.52,97.27,C
S003,2023-10,P0171,115800.0502509594,2.73,2670,43.37,131.61,100,C
S003,2023-11,P0125,251673.7648482323,5.02,4447,56.59,204.63,5.02,A
S003,2023-11,P0069,224307.55084218984,4.47,3987,56.26,178.90,9.49,A
S003,2023-11,P0187,224120.3901426315,4.47,3907,57.36,181.63,13.96,A
S003,2023-11,P0016,216014.5568222046,4.31,4139,52.19,191.67,18.26,A
S003,2023-11,P0061,213712.71941242213,4.26,4149,51.51,182.90,22.52,A
S003,2023-11,P0133,208665.00261802675,4.16,3763,55.45,174.03,26.68,A
S003,2023-11,P0046,208379.83006119728,4.15,4367,47.72,199.43,30.83,A
S003,2023-11,P0066,206401.77099094389,4.11,3970,51.99,176.00,34.95,A
S003,2023-11,P0057,202780.1820207596,4.04,4106,49.39,181.60,38.99,A
S003,2023-11,P0178,194494.24663300515,3.88,4153,46.83,188.73,42.87,A
S003,2023-11,P0126,180010.6851196289,3.59,3596,50.06,167.77,46.46,A
S003,2023-11,P0083,173847.04935393334,3.47,2727,63.75,133.13,49.92,A
S003,2023-11,P0094,162282.21760587688,3.23,2710,59.88,131.43,53.16,A
S003,2023-11,P0017,154768.90855827328,3.09,3050,50.74,142.33,56.24,A
S003,2023-11,P0116,154729.35211663245,3.08,3006,51.47,154.63,59.33,A
S003,2023-11,P0166,153380.0113433838,3.06,2954,51.92,144.37,62.38,A
S003,2023-11,P0153,153140.6875691414,3.05,2817,54.36,134.17,65.44,A
S003,2023-11,P0096,150212.31437978745,2.99,2972,50.54,146.03,68.43,A
S003,2023-11,P0070,148259.41743984222,2.96,2685,55.22,145.37,71.38,A
S003,2023-11,P0171,146030.25338420866,2.91,2587,56.45,144.03,74.3,A
S003,2023-11,P0085,145747.70978813173,2.91,2727,53.45,135.00,77.2,A
S003,2023-11,P0149,138166.45060043334,2.75,2911,47.46,146.47,79.96,A
S003,2023-11,P0175,136087.0530644417,2.71,2706,50.29,139.13,82.67,B
S003,2023-11,P0068,134303.5133447647,2.68,2331,57.62,122.90,85.34,B
S003,2023-11,P0067,127549.58497900963,2.54,2650,48.13,141.30,87.89,B
S003,2023-11,P0159,124321.47402052881,2.48,2578,48.22,141.30,90.37,B
S003,2023-11,P0031,124120.72456426619,2.47,2647,46.89,137.20,92.84,B
S003,2023-11,P0183,121450.8845029831,2.42,2774,43.78,143.87,95.26,C
S003,2023-11,P0079,119620.68709602355,2.38,2544,47.02,132.70,97.65,C
S003,2023-11,P0129,118140.7706964016,2.35,2577,45.84,129.23,100,C
S003,2023-12,P0187,229221.4076328755,4.84,4182,54.81,183.23,4.84,A
S003,2023-12,P0126,216729.41084346775,4.58,4220,51.36,181.48,9.42,A
S003,2023-12,P0125,197441.71980838774,4.17,4175,47.29,187.77,13.59,A
S003,2023-12,P0057,197332.79453983306,4.17,4100,48.13,182.42,17.76,A
S003,2023-12,P0116,193979.16589097976,4.1,2961,65.51,143.90,21.86,A
S003,2023-12,P0061,192658.31917743685,4.07,4091,47.09,175.16,25.93,A
S003,2023-12,P0133,185671.95194272994,3.92,4170,44.53,177.35,29.85,A
S003,2023-12,P0046,177087.44748382573,3.74,4024,44.01,179.16,33.59,A
S003,2023-12,P0069,172802.0588349342,3.65,3805,45.41,164.45,37.24,A
S003,2023-12,P0016,169318.75733451848,3.58,3874,43.71,180.06,40.82,A
S003,2023-12,P0178,167669.65883073807,3.54,3853,43.52,176.77,44.36,A
S003,2023-12,P0066,163372.02192335128,3.45,3799,43,166.19,47.81,A
S003,2023-12,P0153,158728.11354255676,3.35,2873,55.25,135.42,51.17,A
S003,2023-12,P0149,152844.95402450563,3.23,2924,52.27,132.58,54.39,A
S003,2023-12,P0067,151493.37959861758,3.2,3041,49.82,148.32,57.59,A
S003,2023-12,P0096,147222.7853776932,3.11,2861,51.46,145.52,60.7,A
S003,2023-12,P0183,145453.02328195574,3.07,2901,50.14,144.19,63.78,A
S003,2023-12,P0079,144764.01593637472,3.06,2913,49.7,149.03,66.84,A
S003,2023-12,P0166,144723.94321761132,3.06,2669,54.22,144.68,69.89,A
S003,2023-12,P0068,142988.08759717943,3.02,2942,48.6,142.29,72.91,A
S003,2023-12,P0094,142401.6931686401,3.01,2910,48.94,139.00,75.92,A
S003,2023-12,P0171,140135.5132015229,2.96,2818,49.73,138.48,78.88,A
S003,2023-12,P0083,139802.38284721374,2.95,2862,48.85,141.71,81.84,B
S003,2023-12,P0129,131909.28729162217,2.79,2960,44.56,135.10,84.62,B
S003,2023-12,P0070,130894.11347923276,2.77,2817,46.47,145.32,87.39,B
S003,2023-12,P0175,130729.61777362826,2.76,2462,53.1,119.10,90.15,B
S003,2023-12,P0031,120951.79873638152,2.56,2504,48.3,127.65,92.7,B
S003,2023-12,P0017,120686.4307709694,2.55,2803,43.06,128.52,95.25,C
S003,2023-12,P0085,118185.02312345504,2.5,2482,47.62,119.32,97.75,C
S003,2023-12,P0159,106509.23401484489,2.25,2733,38.97,139.71,100,C
S004,2022-01,P0133,225824.60103025433,4.62,4377,51.59,185.55,4.62,A
S004,2022-01,P0061,213875.73003549577,4.38,3959,54.02,183.10,9,A
S004,2022-01,P0126,210052.99736280442,4.3,4165,50.43,173.84,13.3,A
S004,2022-01,P0178,203597.15899472235,4.17,3757,54.19,170.84,17.46,A
S004,2022-01,P0187,202299.77710876465,4.14,3853,52.5,176.13,21.6,A
S004,2022-01,P0016,202143.25541372297,4.14,4091,49.41,179.29,25.74,A
S004,2022-01,P0046,201746.4375512123,4.13,3938,51.23,183.13,29.87,A
S004,2022-01,P0069,201319.30440912247,4.12,3988,50.48,187.48,33.99,A
S004,2022-01,P0066,200754.8575961113,4.11,3777,53.15,173.77,38.09,A
S004,2022-01,P0125,195464.88543052675,4,3751,52.11,169.90,42.09,A
S004,2022-01,P0067,179527.8802459717,3.67,3034,59.17,148.90,45.77,A
