Date,Product_ID,Store_ID,Inventory_Level,Recommended_Reorder_Threshold,Status
2022-04-07,P0069,S002,113,90.29,"Sufficient Stock"
2022-04-08,P0069,S002,46,86.00,"Reorder Now"
2022-04-09,P0069,S002,181,83.29,"Sufficient Stock"
2022-04-10,P0069,S002,39,77.71,"Reorder Now"
2022-04-11,P0069,S002,124,75.00,"Sufficient Stock"
2022-04-12,P0069,S002,105,68.43,"Sufficient Stock"
2022-04-13,P0069,S002,217,79.43,"Sufficient Stock"
2022-04-14,P0069,S002,161,75.86,"Sufficient Stock"
2022-04-15,P0069,S002,133,86.29,"Sufficient Stock"
2022-04-16,P0069,S002,138,81.57,"Sufficient Stock"
2022-04-17,P0069,S002,169,92.00,"Sufficient Stock"
2022-04-18,P0069,S002,204,99.14,"Sufficient Stock"
2022-04-19,P0069,S002,156,102.14,"Sufficient Stock"
2022-04-20,P0069,S002,144,98.43,"Sufficient Stock"
2022-04-21,P0069,S002,69,100.71,"Reorder Now"
2022-04-22,P0069,S002,105,93.43,"Sufficient Stock"
2022-04-23,P0069,S002,196,105.71,"Sufficient Stock"
2022-04-24,P0069,S002,40,99.71,"Reorder Now"
2022-04-25,P0069,S002,127,96.86,"Sufficient Stock"
2022-04-26,P0069,S002,55,88.57,"Reorder Now"
2022-04-27,P0069,S002,187,85.57,"Sufficient Stock"
2022-04-28,P0069,S002,169,84.43,"Sufficient Stock"
2022-04-29,P0069,S002,120,87.71,"Sufficient Stock"
2022-04-30,P0069,S002,102,78.29,"Sufficient Stock"
2022-05-01,P0069,S002,176,88.43,"Sufficient Stock"
2022-05-02,P0069,S002,82,80.71,"Sufficient Stock"
2022-05-03,P0069,S002,150,89.00,"Sufficient Stock"
2022-05-04,P0069,S002,144,91.86,"Sufficient Stock"
2022-05-05,P0069,S002,179,95.71,"Sufficient Stock"
2022-05-06,P0069,S002,199,103.29,"Sufficient Stock"
2022-05-07,P0069,S002,99,101.43,"Reorder Now"
2022-05-08,P0069,S002,255,108.14,"Sufficient Stock"
2022-05-09,P0069,S002,186,115.43,"Sufficient Stock"
2022-05-10,P0069,S002,191,119.71,"Sufficient Stock"
2022-05-11,P0069,S002,107,117.29,"Reorder Now"
2022-05-12,P0069,S002,163,117.29,"Sufficient Stock"
2022-05-13,P0069,S002,179,109.57,"Sufficient Stock"
2022-05-14,P0069,S002,117,108.86,"Sufficient Stock"
2022-05-15,P0069,S002,213,100.00,"Sufficient Stock"
2022-05-16,P0069,S002,146,93.57,"Sufficient Stock"
2022-05-17,P0069,S002,61,83.86,"Reorder Now"
2022-05-18,P0069,S002,94,77.43,"Sufficient Stock"
2022-05-19,P0069,S002,82,73.57,"Sufficient Stock"
2022-05-20,P0069,S002,172,79.29,"Sufficient Stock"
2022-05-21,P0069,S002,125,81.29,"Sufficient Stock"
2022-05-22,P0069,S002,219,85.86,"Sufficient Stock"
2022-05-23,P0069,S002,120,85.14,"Sufficient Stock"
2022-05-24,P0069,S002,165,92.71,"Sufficient Stock"
2022-05-25,P0069,S002,125,98.14,"Sufficient Stock"
2022-05-26,P0069,S002,97,97.14,"Reorder Now"
2022-05-27,P0069,S002,65,88.57,"Reorder Now"
2022-05-28,P0069,S002,127,91.43,"Sufficient Stock"
2022-05-29,P0069,S002,168,84.43,"Sufficient Stock"
2022-05-30,P0069,S002,134,93.14,"Sufficient Stock"
2022-05-31,P0069,S002,118,83.71,"Sufficient Stock"
2022-06-01,P0069,S002,173,88.00,"Sufficient Stock"
2022-06-02,P0069,S002,112,90.00,"Sufficient Stock"
2022-06-03,P0069,S002,208,98.57,"Sufficient Stock"
2022-06-04,P0069,S002,146,96.71,"Sufficient Stock"
2022-06-05,P0069,S002,159,106.86,"Sufficient Stock"
2022-06-06,P0069,S002,107,105.00,"Sufficient Stock"
2022-06-07,P0069,S002,175,114.29,"Sufficient Stock"
2022-06-08,P0069,S002,126,108.29,"Sufficient Stock"
2022-06-09,P0069,S002,176,107.43,"Sufficient Stock"
2022-06-10,P0069,S002,131,107.00,"Sufficient Stock"
2022-06-11,P0069,S002,153,105.14,"Sufficient Stock"
2022-06-12,P0069,S002,165,95.43,"Sufficient Stock"
2022-06-13,P0069,S002,159,91.57,"Sufficient Stock"
2022-06-14,P0069,S002,149,87.14,"Sufficient Stock"
2022-06-15,P0069,S002,237,96.00,"Sufficient Stock"
2022-06-16,P0069,S002,83,93.00,"Reorder Now"
2022-06-17,P0069,S002,136,86.71,"Sufficient Stock"
2022-06-18,P0069,S002,113,77.71,"Sufficient Stock"
2022-06-19,P0069,S002,191,82.29,"Sufficient Stock"
2022-06-20,P0069,S002,91,81.29,"Sufficient Stock"
2022-06-21,P0069,S002,163,84.86,"Sufficient Stock"
2022-06-22,P0069,S002,195,84.14,"Sufficient Stock"
2022-06-23,P0069,S002,100,86.00,"Sufficient Stock"
2022-06-24,P0069,S002,122,85.71,"Sufficient Stock"
2022-06-25,P0069,S002,167,99.57,"Sufficient Stock"
2022-06-26,P0069,S002,117,92.57,"Sufficient Stock"
2022-06-27,P0069,S002,92,96.43,"Reorder Now"
2022-06-28,P0069,S002,93,93.71,"Reorder Now"
2022-06-29,P0069,S002,171,88.57,"Sufficient Stock"
2022-06-30,P0069,S002,186,95.43,"Sufficient Stock"
2022-07-01,P0069,S002,34,87.71,"Reorder Now"
2022-07-02,P0069,S002,212,86.71,"Sufficient Stock"
2022-07-03,P0069,S002,218,97.14,"Sufficient Stock"
2022-07-04,P0069,S002,117,96.86,"Sufficient Stock"
2022-07-05,P0069,S002,157,100.29,"Sufficient Stock"
2022-07-06,P0069,S002,192,100.43,"Sufficient Stock"
2022-07-07,P0069,S002,137,99.29,"Sufficient Stock"
2022-07-08,P0069,S002,156,110.43,"Sufficient Stock"
2022-07-09,P0069,S002,86,104.57,"Reorder Now"
2022-07-10,P0069,S002,97,96.00,"Sufficient Stock"
2022-07-11,P0069,S002,118,97.71,"Sufficient Stock"
2022-07-12,P0069,S002,211,96.14,"Sufficient Stock"
2022-07-13,P0069,S002,221,101.00,"Sufficient Stock"
2022-07-14,P0069,S002,135,97.71,"Sufficient Stock"
2022-07-15,P0069,S002,218,101.43,"Sufficient Stock"
2022-07-16,P0069,S002,163,104.29,"Sufficient Stock"
2022-07-17,P0069,S002,133,107.71,"Sufficient Stock"
2022-07-18,P0069,S002,112,98.71,"Sufficient Stock"
2022-07-19,P0069,S002,125,93.86,"Sufficient Stock"
2022-07-20,P0069,S002,108,87.86,"Sufficient Stock"
2022-07-21,P0069,S002,96,87.71,"Sufficient Stock"
2022-07-22,P0069,S002,137,81.29,"Sufficient Stock"
2022-07-23,P0069,S002,158,79.57,"Sufficient Stock"
2022-07-24,P0069,S002,109,71.43,"Sufficient Stock"
2022-07-25,P0069,S002,158,84.71,"Sufficient Stock"
2022-07-26,P0069,S002,193,91.57,"Sufficient Stock"
2022-07-27,P0069,S002,47,83.57,"Reorder Now"
2022-07-28,P0069,S002,195,95.43,"Sufficient Stock"
2022-07-29,P0069,S002,127,97.14,"Sufficient Stock"
2022-07-30,P0069,S002,55,94.71,"Reorder Now"
2022-07-31,P0069,S002,193,104.14,"Sufficient Stock"
2022-08-01,P0069,S002,216,103.29,"Sufficient Stock"
2022-08-02,P0069,S002,112,100.29,"Sufficient Stock"
2022-08-03,P0069,S002,168,115.86,"Sufficient Stock"
2022-08-04,P0069,S002,130,107.29,"Sufficient Stock"
2022-08-05,P0069,S002,73,101.71,"Reorder Now"
2022-08-06,P0069,S002,136,107.43,"Sufficient Stock"
2022-08-07,P0069,S002,129,100.43,"Sufficient Stock"
2022-08-08,P0069,S002,185,92.29,"Sufficient Stock"
2022-08-09,P0069,S002,107,91.00,"Sufficient Stock"
2022-08-10,P0069,S002,86,81.43,"Sufficient Stock"
2022-08-11,P0069,S002,248,87.29,"Sufficient Stock"
2022-08-12,P0069,S002,54,84.71,"Reorder Now"
2022-08-13,P0069,S002,117,80.14,"Sufficient Stock"
2022-08-14,P0069,S002,215,86.29,"Sufficient Stock"
2022-08-15,P0069,S002,80,83.71,"Reorder Now"
2022-08-16,P0069,S002,152,83.86,"Sufficient Stock"
2022-08-17,P0069,S002,136,83.57,"Sufficient Stock"
2022-08-18,P0069,S002,71,71.71,"Reorder Now"
2022-08-19,P0069,S002,137,82.86,"Sufficient Stock"
2022-08-20,P0069,S002,86,79.57,"Sufficient Stock"
2022-08-21,P0069,S002,107,68.43,"Sufficient Stock"
2022-08-22,P0069,S002,110,69.00,"Sufficient Stock"
2022-08-23,P0069,S002,118,75.00,"Sufficient Stock"
2022-08-24,P0069,S002,176,81.29,"Sufficient Stock"
2022-08-25,P0069,S002,134,79.43,"Sufficient Stock"
2022-08-26,P0069,S002,123,82.14,"Sufficient Stock"
2022-08-27,P0069,S002,70,81.00,"Reorder Now"
2022-08-28,P0069,S002,216,91.29,"Sufficient Stock"
2022-08-29,P0069,S002,96,90.71,"Sufficient Stock"
2022-08-30,P0069,S002,218,89.00,"Sufficient Stock"
2022-08-31,P0069,S002,209,89.57,"Sufficient Stock"
2022-09-01,P0069,S002,156,99.86,"Sufficient Stock"
2022-09-02,P0069,S002,99,92.57,"Sufficient Stock"
2022-09-03,P0069,S002,139,98.57,"Sufficient Stock"
2022-09-04,P0069,S002,163,95.43,"Sufficient Stock"
2022-09-05,P0069,S002,98,96.43,"Sufficient Stock"
2022-09-06,P0069,S002,83,87.86,"Reorder Now"
2022-09-07,P0069,S002,100,79.57,"Sufficient Stock"
2022-09-08,P0069,S002,81,71.71,"Sufficient Stock"
2022-09-09,P0069,S002,95,69.00,"Sufficient Stock"
2022-09-10,P0069,S002,158,74.14,"Sufficient Stock"
2022-09-11,P0069,S002,204,77.86,"Sufficient Stock"
2022-09-12,P0069,S002,186,80.43,"Sufficient Stock"
2022-09-13,P0069,S002,87,75.43,"Sufficient Stock"
2022-09-14,P0069,S002,149,73.57,"Sufficient Stock"
2022-09-15,P0069,S002,100,72.43,"Sufficient Stock"
2022-09-16,P0069,S002,170,77.00,"Sufficient Stock"
2022-09-17,P0069,S002,74,68.71,"Sufficient Stock"
2022-09-18,P0069,S002,73,62.57,"Sufficient Stock"
2022-09-19,P0069,S002,154,62.43,"Sufficient Stock"
2022-09-20,P0069,S002,97,70.14,"Sufficient Stock"
2022-09-21,P0069,S002,135,77.14,"Sufficient Stock"
2022-09-22,P0069,S002,115,68.57,"Sufficient Stock"
2022-09-23,P0069,S002,178,72.00,"Sufficient Stock"
2022-09-24,P0069,S002,118,80.14,"Sufficient Stock"
2022-09-25,P0069,S002,170,84.86,"Sufficient Stock"
2022-09-26,P0069,S002,191,84.86,"Sufficient Stock"
2022-09-27,P0069,S002,117,85.29,"Sufficient Stock"
2022-09-28,P0069,S002,210,85.14,"Sufficient Stock"
2022-09-29,P0069,S002,108,93.43,"Sufficient Stock"
2022-09-30,P0069,S002,201,92.14,"Sufficient Stock"
2022-10-01,P0069,S002,272,102.43,"Sufficient Stock"
2022-10-02,P0069,S002,160,101.86,"Sufficient Stock"
2022-10-03,P0069,S002,160,102.43,"Sufficient Stock"
2022-10-04,P0069,S002,146,108.43,"Sufficient Stock"
2022-10-05,P0069,S002,116,112.29,"Sufficient Stock"
2022-10-06,P0069,S002,173,120.14,"Sufficient Stock"
2022-10-07,P0069,S002,109,117.00,"Reorder Now"
2022-10-08,P0069,S002,41,96.86,"Reorder Now"
2022-10-09,P0069,S002,167,96.00,"Sufficient Stock"
2022-10-10,P0069,S002,183,99.86,"Sufficient Stock"
2022-10-11,P0069,S002,189,99.71,"Sufficient Stock"
2022-10-12,P0069,S002,218,103.43,"Sufficient Stock"
2022-10-13,P0069,S002,105,99.57,"Sufficient Stock"
2022-10-14,P0069,S002,114,99.14,"Sufficient Stock"
2022-10-15,P0069,S002,232,112.86,"Sufficient Stock"
2022-10-16,P0069,S002,200,119.29,"Sufficient Stock"
2022-10-17,P0069,S002,191,118.43,"Sufficient Stock"
2022-10-18,P0069,S002,120,111.71,"Sufficient Stock"
2022-10-19,P0069,S002,99,103.86,"Reorder Now"
2022-10-20,P0069,S002,122,111.57,"Sufficient Stock"
2022-10-21,P0069,S002,222,122.57,"Sufficient Stock"
2022-10-22,P0069,S002,110,114.00,"Reorder Now"
2022-10-23,P0069,S002,79,105.43,"Reorder Now"
2022-10-24,P0069,S002,178,105.43,"Sufficient Stock"
2022-10-25,P0069,S002,75,106.86,"Reorder Now"
2022-10-26,P0069,S002,171,104.00,"Sufficient Stock"
2022-10-27,P0069,S002,260,112.14,"Sufficient Stock"
2022-10-28,P0069,S002,136,95.00,"Sufficient Stock"
2022-10-29,P0069,S002,210,101.14,"Sufficient Stock"
2022-10-30,P0069,S002,182,104.29,"Sufficient Stock"
2022-10-31,P0069,S002,216,107.57,"Sufficient Stock"
2022-11-01,P0069,S002,190,113.00,"Sufficient Stock"
2022-11-02,P0069,S002,159,115.00,"Sufficient Stock"
2022-11-03,P0069,S002,247,114.29,"Sufficient Stock"
2022-11-04,P0069,S002,93,115.86,"Reorder Now"
2022-11-05,P0069,S002,160,117.71,"Sufficient Stock"
2022-11-06,P0069,S002,196,118.00,"Sufficient Stock"
2022-11-07,P0069,S002,140,108.14,"Sufficient Stock"
2022-11-08,P0069,S002,195,115.14,"Sufficient Stock"
2022-11-09,P0069,S002,133,116.86,"Sufficient Stock"
2022-11-10,P0069,S002,171,107.86,"Sufficient Stock"
2022-11-11,P0069,S002,193,116.14,"Sufficient Stock"
2022-11-12,P0069,S002,209,122.71,"Sufficient Stock"
2022-11-13,P0069,S002,160,126.71,"Sufficient Stock"
2022-11-14,P0069,S002,233,150.14,"Sufficient Stock"
2022-11-15,P0069,S002,207,144.57,"Sufficient Stock"
2022-11-16,P0069,S002,186,141.57,"Sufficient Stock"
2022-11-17,P0069,S002,188,140.86,"Sufficient Stock"
2022-11-18,P0069,S002,195,144.29,"Sufficient Stock"
2022-11-19,P0069,S002,160,132.29,"Sufficient Stock"
2022-11-20,P0069,S002,233,146.86,"Sufficient Stock"
2022-11-21,P0069,S002,85,124.14,"Reorder Now"
2022-11-22,P0069,S002,136,121.86,"Sufficient Stock"
2022-11-23,P0069,S002,254,145.57,"Sufficient Stock"
2022-11-24,P0069,S002,134,140.86,"Reorder Now"
2022-11-25,P0069,S002,84,130.00,"Reorder Now"
2022-11-26,P0069,S002,260,141.14,"Sufficient Stock"
2022-11-27,P0069,S002,95,117.86,"Reorder Now"
2022-11-28,P0069,S002,193,121.00,"Sufficient Stock"
2022-11-29,P0069,S002,182,115.43,"Sufficient Stock"
2022-11-30,P0069,S002,282,105.00,"Sufficient Stock"
2022-12-01,P0069,S002,160,103.43,"Sufficient Stock"
2022-12-02,P0069,S002,111,105.71,"Sufficient Stock"
2022-12-03,P0069,S002,227,105.71,"Sufficient Stock"
2022-12-04,P0069,S002,171,120.86,"Sufficient Stock"
2022-12-05,P0069,S002,116,124.43,"Reorder Now"
2022-12-06,P0069,S002,170,130.29,"Sufficient Stock"
2022-12-07,P0069,S002,163,120.43,"Sufficient Stock"
2022-12-08,P0069,S002,210,131.57,"Sufficient Stock"
2022-12-09,P0069,S002,137,143.71,"Reorder Now"
2022-12-10,P0069,S002,166,132.00,"Sufficient Stock"
2022-12-11,P0069,S002,201,128.14,"Sufficient Stock"
2022-12-12,P0069,S002,229,132.14,"Sufficient Stock"
2022-12-13,P0069,S002,240,138.29,"Sufficient Stock"
2022-12-14,P0069,S002,171,139.43,"Sufficient Stock"
2022-12-15,P0069,S002,215,135.86,"Sufficient Stock"
2022-12-16,P0069,S002,253,141.57,"Sufficient Stock"
2022-12-17,P0069,S002,193,149.71,"Sufficient Stock"
2022-12-18,P0069,S002,132,146.14,"Reorder Now"
2022-12-19,P0069,S002,125,144.86,"Reorder Now"
2022-12-20,P0069,S002,147,142.29,"Sufficient Stock"
2022-12-21,P0069,S002,170,142.86,"Sufficient Stock"
2022-12-22,P0069,S002,219,150.00,"Sufficient Stock"
2022-12-23,P0069,S002,101,132.57,"Reorder Now"
2022-12-24,P0069,S002,139,124.86,"Sufficient Stock"
2022-12-25,P0069,S002,231,136.57,"Sufficient Stock"
2022-12-26,P0069,S002,161,127.43,"Sufficient Stock"
2022-12-27,P0069,S002,169,128.29,"Sufficient Stock"
2022-12-28,P0069,S002,98,124.43,"Reorder Now"
2022-12-29,P0069,S002,201,123.57,"Sufficient Stock"
2022-12-30,P0069,S002,210,139.14,"Sufficient Stock"
2022-12-31,P0069,S002,190,150.57,"Sufficient Stock"
2023-01-01,P0069,S002,209,141.86,"Sufficient Stock"
2023-01-02,P0069,S002,166,145.86,"Sufficient Stock"
2023-01-03,P0069,S002,286,152.29,"Sufficient Stock"
2023-01-04,P0069,S002,216,159.86,"Sufficient Stock"
2023-01-05,P0069,S002,147,153.43,"Reorder Now"
2023-01-06,P0069,S002,149,139.14,"Sufficient Stock"
2023-01-07,P0069,S002,94,126.86,"Reorder Now"
2023-01-08,P0069,S002,243,126.86,"Sufficient Stock"
2023-01-09,P0069,S002,168,140.14,"Sufficient Stock"
2023-01-10,P0069,S002,230,138.14,"Sufficient Stock"
2023-01-11,P0069,S002,132,138.14,"Reorder Now"
2023-01-12,P0069,S002,237,141.29,"Sufficient Stock"
2023-01-13,P0069,S002,74,140.29,"Reorder Now"
2023-01-14,P0069,S002,151,141.86,"Sufficient Stock"
2023-01-15,P0069,S002,251,154.14,"Sufficient Stock"
2023-01-16,P0069,S002,163,137.86,"Sufficient Stock"
2023-01-17,P0069,S002,145,125.57,"Sufficient Stock"
2023-01-18,P0069,S002,115,114.29,"Sufficient Stock"
2023-01-19,P0069,S002,217,113.71,"Sufficient Stock"
2023-01-20,P0069,S002,214,127.43,"Sufficient Stock"
2023-01-21,P0069,S002,212,128.00,"Sufficient Stock"
2023-01-22,P0069,S002,176,110.14,"Sufficient Stock"
2023-01-23,P0069,S002,176,112.29,"Sufficient Stock"
2023-01-24,P0069,S002,212,119.57,"Sufficient Stock"
2023-01-25,P0069,S002,283,137.57,"Sufficient Stock"
2023-01-26,P0069,S002,168,131.43,"Sufficient Stock"
2023-01-27,P0069,S002,144,119.29,"Sufficient Stock"
2023-01-28,P0069,S002,74,109.00,"Reorder Now"
2023-01-29,P0069,S002,128,106.57,"Sufficient Stock"
2023-01-30,P0069,S002,249,113.29,"Sufficient Stock"
2023-01-31,P0069,S002,166,111.86,"Sufficient Stock"
2023-02-01,P0069,S002,155,102.29,"Sufficient Stock"
2023-02-02,P0069,S002,210,106.86,"Sufficient Stock"
2023-02-03,P0069,S002,147,112.43,"Sufficient Stock"
2023-02-04,P0069,S002,200,127.14,"Sufficient Stock"
2023-02-05,P0069,S002,241,138.00,"Sufficient Stock"
2023-02-06,P0069,S002,133,132.00,"Sufficient Stock"
2023-02-07,P0069,S002,200,132.71,"Sufficient Stock"
2023-02-08,P0069,S002,233,136.86,"Sufficient Stock"
2023-02-09,P0069,S002,153,134.00,"Sufficient Stock"
2023-02-10,P0069,S002,180,134.00,"Sufficient Stock"
2023-02-11,P0069,S002,124,132.71,"Reorder Now"
2023-02-12,P0069,S002,190,130.14,"Sufficient Stock"
2023-02-13,P0069,S002,149,132.29,"Sufficient Stock"
2023-02-14,P0069,S002,110,122.86,"Reorder Now"
2023-02-15,P0069,S002,128,114.00,"Sufficient Stock"
2023-02-16,P0069,S002,193,120.14,"Sufficient Stock"
2023-02-17,P0069,S002,155,123.29,"Sufficient Stock"
2023-02-18,P0069,S002,279,129.14,"Sufficient Stock"
2023-02-19,P0069,S002,210,126.43,"Sufficient Stock"
2023-02-20,P0069,S002,113,128.29,"Reorder Now"
2023-02-21,P0069,S002,197,137.71,"Sufficient Stock"
2023-02-22,P0069,S002,154,144.57,"Sufficient Stock"
2023-02-23,P0069,S002,254,143.71,"Sufficient Stock"
2023-02-24,P0069,S002,221,145.00,"Sufficient Stock"
2023-02-25,P0069,S002,78,129.00,"Reorder Now"
2023-02-26,P0069,S002,146,123.71,"Sufficient Stock"
2023-02-27,P0069,S002,109,119.00,"Reorder Now"
2023-02-28,P0069,S002,122,114.29,"Sufficient Stock"
2023-03-01,P0069,S002,194,106.86,"Sufficient Stock"
2023-03-02,P0069,S002,69,94.14,"Reorder Now"
2023-03-03,P0069,S002,192,93.57,"Sufficient Stock"
2023-03-04,P0069,S002,143,102.43,"Sufficient Stock"
2023-03-05,P0069,S002,171,102.86,"Sufficient Stock"
2023-03-06,P0069,S002,162,99.29,"Sufficient Stock"
2023-03-07,P0069,S002,106,95.43,"Sufficient Stock"
2023-03-08,P0069,S002,108,91.86,"Sufficient Stock"
2023-03-09,P0069,S002,184,94.86,"Sufficient Stock"
2023-03-10,P0069,S002,120,85.43,"Sufficient Stock"
2023-03-11,P0069,S002,180,81.14,"Sufficient Stock"
2023-03-12,P0069,S002,226,93.71,"Sufficient Stock"
2023-03-13,P0069,S002,165,94.57,"Sufficient Stock"
2023-03-14,P0069,S002,51,90.57,"Reorder Now"
2023-03-15,P0069,S002,133,92.14,"Sufficient Stock"
2023-03-16,P0069,S002,203,94.71,"Sufficient Stock"
2023-03-17,P0069,S002,155,99.71,"Sufficient Stock"
2023-03-18,P0069,S002,230,107.29,"Sufficient Stock"
2023-03-19,P0069,S002,97,91.86,"Sufficient Stock"
2023-03-20,P0069,S002,125,91.29,"Sufficient Stock"
2023-03-21,P0069,S002,172,97.00,"Sufficient Stock"
2023-03-22,P0069,S002,102,103.57,"Reorder Now"
2023-03-23,P0069,S002,146,106.86,"Sufficient Stock"
2023-03-24,P0069,S002,119,101.57,"Sufficient Stock"
2023-03-25,P0069,S002,122,92.14,"Sufficient Stock"
2023-03-26,P0069,S002,159,91.57,"Sufficient Stock"
2023-03-27,P0069,S002,155,99.57,"Sufficient Stock"
2023-03-28,P0069,S002,174,96.43,"Sufficient Stock"
2023-03-29,P0069,S002,117,82.86,"Sufficient Stock"
2023-03-30,P0069,S002,69,73.43,"Reorder Now"
2023-03-31,P0069,S002,168,75.00,"Sufficient Stock"
2023-04-01,P0069,S002,160,78.43,"Sufficient Stock"
2023-04-02,P0069,S002,107,78.57,"Sufficient Stock"
2023-04-03,P0069,S002,172,76.57,"Sufficient Stock"
2023-04-04,P0069,S002,167,78.86,"Sufficient Stock"
2023-04-05,P0069,S002,112,90.57,"Sufficient Stock"
2023-04-06,P0069,S002,105,91.14,"Sufficient Stock"
2023-04-07,P0069,S002,147,94.43,"Sufficient Stock"
2023-04-08,P0069,S002,112,90.86,"Sufficient Stock"
2023-04-09,P0069,S002,108,99.00,"Sufficient Stock"
2023-04-10,P0069,S002,144,100.86,"Sufficient Stock"
2023-04-11,P0069,S002,115,104.86,"Sufficient Stock"
2023-04-12,P0069,S002,168,103.14,"Sufficient Stock"
2023-04-13,P0069,S002,176,110.43,"Sufficient Stock"
2023-04-14,P0069,S002,170,107.14,"Sufficient Stock"
2023-04-15,P0069,S002,93,103.86,"Reorder Now"
2023-04-16,P0069,S002,82,95.57,"Reorder Now"
2023-04-17,P0069,S002,167,90.00,"Sufficient Stock"
2023-04-18,P0069,S002,83,81.71,"Sufficient Stock"
2023-04-19,P0069,S002,111,78.57,"Sufficient Stock"
2023-04-20,P0069,S002,110,73.86,"Sufficient Stock"
2023-04-21,P0069,S002,207,79.00,"Sufficient Stock"
2023-04-22,P0069,S002,179,82.14,"Sufficient Stock"
2023-04-23,P0069,S002,180,84.14,"Sufficient Stock"
2023-04-24,P0069,S002,147,88.14,"Sufficient Stock"
2023-04-25,P0069,S002,120,87.43,"Sufficient Stock"
2023-04-26,P0069,S002,162,90.57,"Sufficient Stock"
2023-04-27,P0069,S002,248,97.29,"Sufficient Stock"
2023-04-28,P0069,S002,135,87.00,"Sufficient Stock"
2023-04-29,P0069,S002,137,92.29,"Sufficient Stock"
2023-04-30,P0069,S002,131,92.43,"Sufficient Stock"
2023-05-01,P0069,S002,225,97.29,"Sufficient Stock"
2023-05-02,P0069,S002,121,100.71,"Sufficient Stock"
2023-05-03,P0069,S002,185,109.43,"Sufficient Stock"
2023-05-04,P0069,S002,109,105.71,"Sufficient Stock"
2023-05-05,P0069,S002,120,109.29,"Sufficient Stock"
2023-05-06,P0069,S002,166,110.29,"Sufficient Stock"
2023-05-07,P0069,S002,206,117.14,"Sufficient Stock"
2023-05-08,P0069,S002,149,106.86,"Sufficient Stock"
2023-05-09,P0069,S002,82,107.86,"Reorder Now"
2023-05-10,P0069,S002,85,97.14,"Reorder Now"
2023-05-11,P0069,S002,131,89.43,"Sufficient Stock"
2023-05-12,P0069,S002,90,81.14,"Sufficient Stock"
2023-05-13,P0069,S002,173,75.57,"Sufficient Stock"
2023-05-14,P0069,S002,249,78.57,"Sufficient Stock"
2023-05-15,P0069,S002,134,82.86,"Sufficient Stock"
2023-05-16,P0069,S002,94,83.43,"Sufficient Stock"
2023-05-17,P0069,S002,167,89.14,"Sufficient Stock"
2023-05-18,P0069,S002,35,86.43,"Reorder Now"
2023-05-19,P0069,S002,108,93.14,"Sufficient Stock"
2023-05-20,P0069,S002,105,100.14,"Sufficient Stock"
2023-05-21,P0069,S002,158,91.57,"Sufficient Stock"
2023-05-22,P0069,S002,97,87.86,"Sufficient Stock"
2023-05-23,P0069,S002,150,88.00,"Sufficient Stock"
2023-05-24,P0069,S002,162,87.43,"Sufficient Stock"
2023-05-25,P0069,S002,174,98.00,"Sufficient Stock"
2023-05-26,P0069,S002,189,104.71,"Sufficient Stock"
2023-05-27,P0069,S002,124,99.43,"Sufficient Stock"
2023-05-28,P0069,S002,202,100.71,"Sufficient Stock"
2023-05-29,P0069,S002,133,94.71,"Sufficient Stock"
2023-05-30,P0069,S002,121,97.29,"Sufficient Stock"
2023-05-31,P0069,S002,88,90.71,"Reorder Now"
2023-06-01,P0069,S002,158,85.00,"Sufficient Stock"
2023-06-02,P0069,S002,135,79.00,"Sufficient Stock"
2023-06-03,P0069,S002,188,81.43,"Sufficient Stock"
2023-06-04,P0069,S002,105,77.14,"Sufficient Stock"
2023-06-05,P0069,S002,92,79.86,"Sufficient Stock"
2023-06-06,P0069,S002,125,72.29,"Sufficient Stock"
2023-06-07,P0069,S002,137,76.14,"Sufficient Stock"
2023-06-08,P0069,S002,107,79.43,"Sufficient Stock"
2023-06-09,P0069,S002,152,86.14,"Sufficient Stock"
2023-06-10,P0069,S002,146,83.14,"Sufficient Stock"
2023-06-11,P0069,S002,133,84.86,"Sufficient Stock"
2023-06-12,P0069,S002,95,89.71,"Sufficient Stock"
2023-06-13,P0069,S002,67,92.14,"Reorder Now"
2023-06-14,P0069,S002,47,83.43,"Reorder Now"
2023-06-15,P0069,S002,129,80.43,"Sufficient Stock"
2023-06-16,P0069,S002,215,84.57,"Sufficient Stock"
2023-06-17,P0069,S002,110,84.57,"Sufficient Stock"
2023-06-18,P0069,S002,96,83.86,"Sufficient Stock"
2023-06-19,P0069,S002,159,83.43,"Sufficient Stock"
2023-06-20,P0069,S002,174,87.57,"Sufficient Stock"
2023-06-21,P0069,S002,204,96.86,"Sufficient Stock"
2023-06-22,P0069,S002,108,101.43,"Sufficient Stock"
2023-06-23,P0069,S002,164,91.29,"Sufficient Stock"
2023-06-24,P0069,S002,229,101.29,"Sufficient Stock"
2023-06-25,P0069,S002,190,109.00,"Sufficient Stock"
2023-06-26,P0069,S002,125,105.71,"Sufficient Stock"
2023-06-27,P0069,S002,207,110.57,"Sufficient Stock"
2023-06-28,P0069,S002,202,115.29,"Sufficient Stock"
2023-06-29,P0069,S002,163,118.00,"Sufficient Stock"
2023-06-30,P0069,S002,150,125.57,"Sufficient Stock"
2023-07-01,P0069,S002,99,111.14,"Reorder Now"
2023-07-02,P0069,S002,124,101.00,"Sufficient Stock"
2023-07-03,P0069,S002,99,96.86,"Sufficient Stock"
2023-07-04,P0069,S002,188,101.00,"Sufficient Stock"
