YearWeek,Store_ID,Product_ID,total_units_sold,inventory_level_end_of_week,movement_category,movement_gap
2022-46,S003,P0183,686,205,Fast-Moving,481
2022-46,S003,P0096,651,178,Fast-Moving,473
2022-46,S003,P0067,601,138,Fast-Moving,463
2022-46,S003,P0094,599,146,Fast-Moving,453
2022-46,S003,P0068,608,164,Fast-Moving,444
2022-46,S003,P0129,596,153,Fast-Moving,443
2022-46,S003,P0159,594,153,Fast-Moving,441
2022-46,S003,P0017,537,115,Fast-Moving,422
2022-46,S003,P0166,503,82,Fast-Moving,421
2022-46,S003,P0171,534,130,Fast-Moving,404
2022-46,S003,P0070,524,137,Fast-Moving,387
2022-46,S003,P0085,558,183,Fast-Moving,375
2022-46,S003,P0083,566,191,Fast-Moving,375
2022-46,S004,P0178,990,96,Fast-Moving,894
2022-46,S004,P0016,1057,207,Fast-Moving,850
2022-46,S004,P0061,981,159,Fast-Moving,822
2022-46,S004,P0069,972,195,Fast-Moving,777
2022-46,S004,P0057,992,244,Fast-Moving,748
2022-46,S004,P0066,870,137,Fast-Moving,733
2022-46,S004,P0125,997,271,Fast-Moving,726
2022-46,S004,P0133,822,135,Fast-Moving,687
2022-46,S004,P0046,812,150,Fast-Moving,662
2022-46,S004,P0187,816,202,Fast-Moving,614
2022-46,S004,P0085,646,88,Fast-Moving,558
2022-46,S004,P0070,686,138,Fast-Moving,548
2022-46,S004,P0166,657,143,Fast-Moving,514
2022-46,S004,P0149,629,118,Fast-Moving,511
2022-46,S004,P0159,617,117,Fast-Moving,500
2022-46,S004,P0129,604,104,Fast-Moving,500
2022-46,S004,P0096,593,124,Fast-Moving,469
2022-46,S004,P0183,569,102,Fast-Moving,467
2022-46,S004,P0171,640,181,Fast-Moving,459
2022-46,S004,P0017,569,112,Fast-Moving,457
2022-46,S004,P0126,726,269,Fast-Moving,457
2022-46,S004,P0094,623,171,Fast-Moving,452
2022-46,S004,P0116,608,156,Fast-Moving,452
2022-46,S004,P0067,563,120,Fast-Moving,443
2022-46,S004,P0175,530,101,Fast-Moving,429
2022-46,S004,P0083,509,84,Fast-Moving,425
2022-46,S004,P0079,646,228,Fast-Moving,418
2022-46,S004,P0068,543,129,Fast-Moving,414
2022-46,S004,P0153,487,83,Fast-Moving,404
2022-46,S004,P0031,629,231,Fast-Moving,398
2022-46,S005,P0046,1119,108,Fast-Moving,1011
2022-46,S005,P0016,901,73,Fast-Moving,828
2022-46,S005,P0057,1006,191,Fast-Moving,815
2022-46,S005,P0126,1006,192,Fast-Moving,814
2022-46,S005,P0069,935,166,Fast-Moving,769
2022-46,S005,P0187,889,151,Fast-Moving,738
2022-46,S005,P0133,833,108,Fast-Moving,725
2022-46,S005,P0178,796,125,Fast-Moving,671
2022-46,S005,P0061,951,291,Fast-Moving,660
2022-46,S005,P0171,721,61,Fast-Moving,660
2022-46,S005,P0066,818,164,Fast-Moving,654
2022-46,S005,P0166,712,77,Fast-Moving,635
2022-46,S005,P0183,758,137,Fast-Moving,621
2022-46,S005,P0094,681,91,Fast-Moving,590
2022-46,S005,P0125,741,176,Fast-Moving,565
2022-46,S005,P0067,743,184,Fast-Moving,559
2022-46,S005,P0085,662,114,Fast-Moving,548
2022-46,S005,P0017,651,121,Fast-Moving,530
2022-46,S005,P0153,649,130,Fast-Moving,519
2022-46,S005,P0070,629,111,Fast-Moving,518
2022-46,S005,P0116,569,63,Fast-Moving,506
2022-46,S005,P0096,646,145,Fast-Moving,501
2022-46,S005,P0159,556,78,Fast-Moving,478
2022-46,S005,P0175,560,97,Fast-Moving,463
2022-46,S005,P0129,526,133,Fast-Moving,393
2022-46,S005,P0149,592,208,Fast-Moving,384
2022-46,S005,P0068,480,116,Fast-Moving,364
2022-46,S005,P0083,498,144,Fast-Moving,354
2022-46,S005,P0079,521,170,Fast-Moving,351
2022-46,S005,P0031,485,185,Fast-Moving,300
2022-47,S001,P0069,965,62,Fast-Moving,903
2022-47,S001,P0046,1060,197,Fast-Moving,863
2022-47,S001,P0066,963,189,Fast-Moving,774
2022-47,S001,P0126,1023,256,Fast-Moving,767
2022-47,S001,P0125,878,129,Fast-Moving,749
2022-47,S001,P0057,870,204,Fast-Moving,666
2022-47,S001,P0178,896,236,Fast-Moving,660
2022-47,S001,P0061,809,151,Fast-Moving,658
2022-47,S001,P0016,727,75,Fast-Moving,652
2022-47,S001,P0175,776,134,Fast-Moving,642
2022-47,S001,P0133,764,139,Fast-Moving,625
2022-47,S001,P0116,674,70,Fast-Moving,604
2022-47,S001,P0187,806,213,Fast-Moving,593
2022-47,S001,P0094,651,119,Fast-Moving,532
2022-47,S001,P0068,616,90,Fast-Moving,526
2022-47,S001,P0079,585,62,Fast-Moving,523
2022-47,S001,P0129,623,107,Fast-Moving,516
2022-47,S001,P0149,671,166,Fast-Moving,505
2022-47,S001,P0096,633,145,Fast-Moving,488
2022-47,S001,P0083,685,198,Fast-Moving,487
2022-47,S001,P0017,570,85,Fast-Moving,485
2022-47,S001,P0070,583,109,Fast-Moving,474
2022-47,S001,P0183,642,179,Fast-Moving,463
2022-47,S001,P0159,637,199,Fast-Moving,438
2022-47,S001,P0166,567,144,Fast-Moving,423
2022-47,S001,P0153,548,139,Fast-Moving,409
2022-47,S001,P0085,579,177,Fast-Moving,402
2022-47,S001,P0067,617,220,Fast-Moving,397
2022-47,S001,P0171,481,112,Fast-Moving,369
2022-47,S001,P0031,539,212,Fast-Moving,327
2022-47,S002,P0133,1073,116,Fast-Moving,957
2022-47,S002,P0066,1099,193,Fast-Moving,906
2022-47,S002,P0178,1006,156,Fast-Moving,850
2022-47,S002,P0125,999,162,Fast-Moving,837
2022-47,S002,P0057,986,201,Fast-Moving,785
2022-47,S002,P0187,919,144,Fast-Moving,775
2022-47,S002,P0046,980,222,Fast-Moving,758
2022-47,S002,P0016,803,46,Fast-Moving,757
2022-47,S002,P0061,923,175,Fast-Moving,748
2022-47,S002,P0069,825,95,Fast-Moving,730
2022-47,S002,P0116,730,65,Fast-Moving,665
2022-47,S002,P0126,896,279,Fast-Moving,617
2022-47,S002,P0175,765,151,Fast-Moving,614
2022-47,S002,P0068,777,206,Fast-Moving,571
2022-47,S002,P0129,761,190,Fast-Moving,571
2022-47,S002,P0153,694,139,Fast-Moving,555
2022-47,S002,P0067,794,257,Fast-Moving,537
2022-47,S002,P0096,719,196,Fast-Moving,523
2022-47,S002,P0070,630,107,Fast-Moving,523
2022-47,S002,P0159,560,67,Fast-Moving,493
2022-47,S002,P0183,562,104,Fast-Moving,458
2022-47,S002,P0085,676,219,Fast-Moving,457
2022-47,S002,P0017,650,227,Fast-Moving,423
2022-47,S002,P0031,617,205,Fast-Moving,412
2022-47,S002,P0171,534,130,Fast-Moving,404
2022-47,S002,P0094,562,164,Fast-Moving,398
2022-47,S002,P0166,585,198,Fast-Moving,387
2022-47,S002,P0079,492,106,Fast-Moving,386
2022-47,S002,P0083,503,187,Fast-Moving,316
2022-47,S002,P0149,518,222,Fast-Moving,296
2022-47,S003,P0069,1281,184,Fast-Moving,1097
2022-47,S003,P0066,1082,171,Fast-Moving,911
2022-47,S003,P0133,990,137,Fast-Moving,853
2022-47,S003,P0061,897,112,Fast-Moving,785
2022-47,S003,P0178,961,206,Fast-Moving,755
2022-47,S003,P0094,836,101,Fast-Moving,735
2022-47,S003,P0125,984,256,Fast-Moving,728
2022-47,S003,P0187,876,182,Fast-Moving,694
2022-47,S003,P0016,842,150,Fast-Moving,692
2022-47,S003,P0126,902,237,Fast-Moving,665
2022-47,S003,P0057,868,270,Fast-Moving,598
2022-47,S003,P0096,685,89,Fast-Moving,596
2022-47,S003,P0149,710,116,Fast-Moving,594
2022-47,S003,P0153,715,160,Fast-Moving,555
2022-47,S003,P0083,662,114,Fast-Moving,548
2022-47,S003,P0068,673,159,Fast-Moving,514
2022-47,S003,P0046,685,175,Fast-Moving,510
2022-47,S003,P0017,617,109,Fast-Moving,508
2022-47,S003,P0079,666,161,Fast-Moving,505
2022-47,S003,P0085,573,87,Fast-Moving,486
2022-47,S003,P0067,629,164,Fast-Moving,465
2022-47,S003,P0116,574,115,Fast-Moving,459
2022-47,S003,P0070,572,120,Fast-Moving,452
2022-47,S003,P0159,590,161,Fast-Moving,429
2022-47,S003,P0166,556,136,Fast-Moving,420
2022-47,S003,P0031,534,122,Fast-Moving,412
2022-47,S003,P0129,557,150,Fast-Moving,407
2022-47,S003,P0171,534,150,Fast-Moving,384
2022-47,S003,P0183,511,144,Fast-Moving,367
2022-47,S003,P0175,399,133,Fast-Moving,266
2022-47,S004,P0046,947,80,Fast-Moving,867
2022-47,S004,P0066,1097,256,Fast-Moving,841
2022-47,S004,P0016,938,167,Fast-Moving,771
2022-47,S004,P0187,981,288,Fast-Moving,693
2022-47,S004,P0125,899,216,Fast-Moving,683
2022-47,S004,P0183,775,131,Fast-Moving,644
2022-47,S004,P0061,885,249,Fast-Moving,636
2022-47,S004,P0133,921,301,Fast-Moving,620
2022-47,S004,P0166,781,170,Fast-Moving,611
2022-47,S004,P0153,757,177,Fast-Moving,580
2022-47,S004,P0126,716,146,Fast-Moving,570
2022-47,S004,P0178,764,199,Fast-Moving,565
2022-47,S004,P0083,689,144,Fast-Moving,545
2022-47,S004,P0159,607,76,Fast-Moving,531
2022-47,S004,P0069,826,298,Fast-Moving,528
2022-47,S004,P0070,679,160,Fast-Moving,519
2022-47,S004,P0171,617,110,Fast-Moving,507
2022-47,S004,P0085,671,170,Fast-Moving,501
2022-47,S004,P0017,683,186,Fast-Moving,497
2022-47,S004,P0079,542,47,Fast-Moving,495
2022-47,S004,P0096,590,99,Fast-Moving,491
2022-47,S004,P0129,653,190,Fast-Moving,463
2022-47,S004,P0031,588,129,Fast-Moving,459
2022-47,S004,P0067,570,117,Fast-Moving,453
2022-47,S004,P0149,540,87,Fast-Moving,453
2022-47,S004,P0068,654,222,Fast-Moving,432
2022-47,S004,P0175,579,147,Fast-Moving,432
2022-47,S004,P0057,731,324,Fast-Moving,407
2022-47,S004,P0116,507,128,Fast-Moving,379
2022-47,S004,P0094,523,186,Fast-Moving,337
2022-47,S005,P0016,1052,186,Fast-Moving,866
2022-47,S005,P0187,1017,161,Fast-Moving,856
2022-47,S005,P0133,981,151,Fast-Moving,830
2022-47,S005,P0061,1002,175,Fast-Moving,827
2022-47,S005,P0057,971,154,Fast-Moving,817
2022-47,S005,P0069,951,169,Fast-Moving,782
2022-47,S005,P0178,888,153,Fast-Moving,735
2022-47,S005,P0125,812,132,Fast-Moving,680
2022-47,S005,P0126,821,187,Fast-Moving,634
2022-47,S005,P0070,749,161,Fast-Moving,588
2022-47,S005,P0046,833,250,Fast-Moving,583
2022-47,S005,P0116,744,171,Fast-Moving,573
2022-47,S005,P0066,686,139,Fast-Moving,547
2022-47,S005,P0031,698,157,Fast-Moving,541
2022-47,S005,P0067,725,186,Fast-Moving,539
2022-47,S005,P0096,646,122,Fast-Moving,524
2022-47,S005,P0153,626,105,Fast-Moving,521
2022-47,S005,P0083,606,92,Fast-Moving,514
2022-47,S005,P0017,681,173,Fast-Moving,508
2022-47,S005,P0171,639,159,Fast-Moving,480
2022-47,S005,P0166,565,86,Fast-Moving,479
2022-47,S005,P0079,621,149,Fast-Moving,472
2022-47,S005,P0159,628,161,Fast-Moving,467
2022-47,S005,P0149,630,165,Fast-Moving,465
2022-47,S005,P0094,609,149,Fast-Moving,460
2022-47,S005,P0068,582,139,Fast-Moving,443
2022-47,S005,P0085,574,132,Fast-Moving,442
2022-47,S005,P0175,614,195,Fast-Moving,419
2022-47,S005,P0129,598,198,Fast-Moving,400
2022-47,S005,P0183,494,176,Fast-Moving,318
2022-48,S001,P0061,1167,176,Fast-Moving,991
2022-48,S001,P0057,1121,167,Fast-Moving,954
2022-48,S001,P0187,1048,126,Fast-Moving,922
2022-48,S001,P0133,1073,209,Fast-Moving,864
2022-48,S001,P0066,943,142,Fast-Moving,801
2022-48,S001,P0125,938,260,Fast-Moving,678
2022-48,S001,P0069,900,237,Fast-Moving,663
2022-48,S001,P0046,810,158,Fast-Moving,652
2022-48,S001,P0178,763,131,Fast-Moving,632
2022-48,S001,P0079,711,118,Fast-Moving,593
2022-48,S001,P0166,728,139,Fast-Moving,589
2022-48,S001,P0126,803,216,Fast-Moving,587
2022-48,S001,P0016,826,250,Fast-Moving,576
2022-48,S001,P0153,781,209,Fast-Moving,572
2022-48,S001,P0183,672,124,Fast-Moving,548
2022-48,S001,P0175,698,150,Fast-Moving,548
2022-48,S001,P0083,746,202,Fast-Moving,544
2022-48,S001,P0171,639,104,Fast-Moving,535
2022-48,S001,P0116,617,101,Fast-Moving,516
2022-48,S001,P0017,638,125,Fast-Moving,513
2022-48,S001,P0085,585,77,Fast-Moving,508
2022-48,S001,P0070,571,91,Fast-Moving,480
2022-48,S001,P0068,682,245,Fast-Moving,437
2022-48,S001,P0149,612,195,Fast-Moving,417
2022-48,S001,P0031,581,173,Fast-Moving,408
2022-48,S001,P0159,564,157,Fast-Moving,407
2022-48,S001,P0067,578,172,Fast-Moving,406
2022-48,S001,P0096,557,153,Fast-Moving,404
2022-48,S001,P0094,523,135,Fast-Moving,388
2022-48,S001,P0129,470,134,Fast-Moving,336
2022-48,S002,P0066,1070,128,Fast-Moving,942
2022-48,S002,P0187,1040,179,Fast-Moving,861
2022-48,S002,P0016,1042,244,Fast-Moving,798
2022-48,S002,P0125,941,177,Fast-Moving,764
2022-48,S002,P0061,849,104,Fast-Moving,745
2022-48,S002,P0046,917,175,Fast-Moving,742
2022-48,S002,P0057,953,214,Fast-Moving,739
2022-48,S002,P0133,899,162,Fast-Moving,737
2022-48,S002,P0069,846,171,Fast-Moving,675
2022-48,S002,P0126,957,311,Fast-Moving,646
2022-48,S002,P0178,837,220,Fast-Moving,617
2022-48,S002,P0067,685,85,Fast-Moving,600
2022-48,S002,P0149,727,131,Fast-Moving,596
2022-48,S002,P0129,664,69,Fast-Moving,595
2022-48,S002,P0031,663,118,Fast-Moving,545
2022-48,S002,P0017,708,166,Fast-Moving,542
2022-48,S002,P0116,670,151,Fast-Moving,519
2022-48,S002,P0079,759,242,Fast-Moving,517
2022-48,S002,P0094,659,151,Fast-Moving,508
2022-48,S002,P0153,683,176,Fast-Moving,507
2022-48,S002,P0070,616,122,Fast-Moving,494
2022-48,S002,P0159,540,55,Fast-Moving,485
2022-48,S002,P0096,602,124,Fast-Moving,478
2022-48,S002,P0085,634,194,Fast-Moving,440
2022-48,S002,P0175,557,120,Fast-Moving,437
2022-48,S002,P0183,575,156,Fast-Moving,419
2022-48,S002,P0083,567,149,Fast-Moving,418
2022-48,S002,P0068,586,176,Fast-Moving,410
2022-48,S002,P0166,668,261,Fast-Moving,407
2022-48,S002,P0171,594,212,Fast-Moving,382
2022-48,S003,P0126,1053,91,Fast-Moving,962
2022-48,S003,P0125,1094,203,Fast-Moving,891
2022-48,S003,P0046,1043,198,Fast-Moving,845
2022-48,S003,P0067,847,154,Fast-Moving,693
2022-48,S003,P0171,800,165,Fast-Moving,635
2022-48,S003,P0187,820,186,Fast-Moving,634
2022-48,S003,P0066,885,263,Fast-Moving,622
2022-48,S003,P0178,908,295,Fast-Moving,613
2022-48,S003,P0079,716,106,Fast-Moving,610
2022-48,S003,P0153,669,60,Fast-Moving,609
2022-48,S003,P0068,713,113,Fast-Moving,600
2022-48,S003,P0133,784,199,Fast-Moving,585
2022-48,S003,P0069,738,155,Fast-Moving,583
2022-48,S003,P0061,731,174,Fast-Moving,557
2022-48,S003,P0057,745,201,Fast-Moving,544
2022-48,S003,P0070,725,188,Fast-Moving,537
2022-48,S003,P0017,628,103,Fast-Moving,525
2022-48,S003,P0159,682,163,Fast-Moving,519
2022-48,S003,P0016,825,308,Fast-Moving,517
2022-48,S003,P0149,673,156,Fast-Moving,517
2022-48,S003,P0031,631,117,Fast-Moving,514
2022-48,S003,P0094,612,102,Fast-Moving,510
2022-48,S003,P0085,635,126,Fast-Moving,509
2022-48,S003,P0116,654,149,Fast-Moving,505
2022-48,S003,P0129,647,144,Fast-Moving,503
2022-48,S003,P0183,574,77,Fast-Moving,497
2022-48,S003,P0166,654,169,Fast-Moving,485
2022-48,S003,P0096,600,132,Fast-Moving,468
2022-48,S003,P0083,467,96,Fast-Moving,371
2022-48,S003,P0175,487,170,Fast-Moving,317
2022-48,S004,P0057,1041,203,Fast-Moving,838
2022-48,S004,P0061,1014,238,Fast-Moving,776
2022-48,S004,P0066,964,193,Fast-Moving,771
2022-48,S004,P0178,1002,238,Fast-Moving,764
2022-48,S004,P0016,1024,276,Fast-Moving,748
2022-48,S004,P0133,856,139,Fast-Moving,717
2022-48,S004,P0069,851,161,Fast-Moving,690
2022-48,S004,P0166,817,130,Fast-Moving,687
2022-48,S004,P0126,909,234,Fast-Moving,675
2022-48,S004,P0125,894,233,Fast-Moving,661
2022-48,S004,P0096,837,217,Fast-Moving,620
2022-48,S004,P0046,704,100,Fast-Moving,604
2022-48,S004,P0017,675,88,Fast-Moving,587
2022-48,S004,P0079,716,140,Fast-Moving,576
2022-48,S004,P0187,697,148,Fast-Moving,549
2022-48,S004,P0116,663,116,Fast-Moving,547
2022-48,S004,P0153,679,136,Fast-Moving,543
2022-48,S004,P0085,690,150,Fast-Moving,540
2022-48,S004,P0031,650,127,Fast-Moving,523
2022-48,S004,P0070,651,136,Fast-Moving,515
2022-48,S004,P0068,539,33,Fast-Moving,506
2022-48,S004,P0094,587,86,Fast-Moving,501
2022-48,S004,P0149,610,122,Fast-Moving,488
2022-48,S004,P0083,635,155,Fast-Moving,480
2022-48,S004,P0159,583,123,Fast-Moving,460
2022-48,S004,P0067,591,140,Fast-Moving,451
2022-48,S004,P0175,610,162,Fast-Moving,448
2022-48,S004,P0183,534,96,Fast-Moving,438
2022-48,S004,P0129,587,153,Fast-Moving,434
2022-48,S004,P0171,432,110,Fast-Moving,322
2022-48,S005,P0125,1022,175,Fast-Moving,847
2022-48,S005,P0133,1013,183,Fast-Moving,830
2022-48,S005,P0126,936,154,Fast-Moving,782
2022-48,S005,P0069,888,154,Fast-Moving,734
2022-48,S005,P0057,821,94,Fast-Moving,727
2022-48,S005,P0187,960,277,Fast-Moving,683
2022-48,S005,P0159,771,103,Fast-Moving,668
2022-48,S005,P0149,757,92,Fast-Moving,665
2022-48,S005,P0046,803,141,Fast-Moving,662
2022-48,S005,P0016,806,161,Fast-Moving,645
2022-48,S005,P0066,670,47,Fast-Moving,623
2022-48,S005,P0083,731,119,Fast-Moving,612
2022-48,S005,P0178,830,228,Fast-Moving,602
2022-48,S005,P0153,735,164,Fast-Moving,571
2022-48,S005,P0129,694,131,Fast-Moving,563
2022-48,S005,P0079,680,128,Fast-Moving,552
2022-48,S005,P0116,707,159,Fast-Moving,548
2022-48,S005,P0166,672,153,Fast-Moving,519
2022-48,S005,P0031,663,153,Fast-Moving,510
2022-48,S005,P0061,618,111,Fast-Moving,507
2022-48,S005,P0085,549,54,Fast-Moving,495
2022-48,S005,P0067,654,175,Fast-Moving,479
2022-48,S005,P0068,623,150,Fast-Moving,473
2022-48,S005,P0070,565,103,Fast-Moving,462
2022-48,S005,P0096,609,156,Fast-Moving,453
2022-48,S005,P0017,540,165,Fast-Moving,375
2022-48,S005,P0183,586,220,Fast-Moving,366
2022-48,S005,P0094,465,109,Fast-Moving,356
2022-48,S005,P0171,564,211,Fast-Moving,353
2022-48,S005,P0175,476,168,Fast-Moving,308
2022-49,S001,P0133,1089,198,Fast-Moving,891
2022-49,S001,P0069,1071,212,Fast-Moving,859
2022-49,S001,P0178,1007,182,Fast-Moving,825
2022-49,S001,P0126,926,175,Fast-Moving,751
2022-49,S001,P0175,868,136,Fast-Moving,732
2022-49,S001,P0187,842,124,Fast-Moving,718
2022-49,S001,P0066,929,216,Fast-Moving,713
2022-49,S001,P0079,749,80,Fast-Moving,669
2022-49,S001,P0016,748,80,Fast-Moving,668
2022-49,S001,P0166,761,94,Fast-Moving,667
2022-49,S001,P0125,760,114,Fast-Moving,646
2022-49,S001,P0057,853,221,Fast-Moving,632
2022-49,S001,P0046,822,198,Fast-Moving,624
2022-49,S001,P0061,749,156,Fast-Moving,593
2022-49,S001,P0067,701,118,Fast-Moving,583
2022-49,S001,P0096,672,112,Fast-Moving,560
2022-49,S001,P0031,762,209,Fast-Moving,553
2022-49,S001,P0094,614,73,Fast-Moving,541
2022-49,S001,P0171,624,92,Fast-Moving,532
2022-49,S001,P0183,687,167,Fast-Moving,520
2022-49,S001,P0159,717,213,Fast-Moving,504
2022-49,S001,P0116,697,204,Fast-Moving,493
2022-49,S001,P0149,640,162,Fast-Moving,478
2022-49,S001,P0153,656,188,Fast-Moving,468
2022-49,S001,P0129,575,163,Fast-Moving,412
2022-49,S001,P0068,521,140,Fast-Moving,381
2022-49,S001,P0070,526,165,Fast-Moving,361
2022-49,S001,P0017,539,185,Fast-Moving,354
2022-49,S001,P0083,525,172,Fast-Moving,353
2022-49,S001,P0085,483,155,Fast-Moving,328
2022-49,S002,P0046,1068,144,Fast-Moving,924
2022-49,S002,P0016,1015,147,Fast-Moving,868
2022-49,S002,P0133,948,128,Fast-Moving,820
2022-49,S002,P0057,928,178,Fast-Moving,750
2022-49,S002,P0066,807,77,Fast-Moving,730
2022-49,S002,P0178,933,225,Fast-Moving,708
2022-49,S002,P0069,897,201,Fast-Moving,696
2022-49,S002,P0187,886,191,Fast-Moving,695
2022-49,S002,P0126,803,139,Fast-Moving,664
2022-49,S002,P0070,729,108,Fast-Moving,621
2022-49,S002,P0079,780,159,Fast-Moving,621
2022-49,S002,P0183,698,84,Fast-Moving,614
2022-49,S002,P0129,754,172,Fast-Moving,582
2022-49,S002,P0166,620,74,Fast-Moving,546
2022-49,S002,P0096,664,129,Fast-Moving,535
2022-49,S002,P0125,666,149,Fast-Moving,517
2022-49,S002,P0067,637,130,Fast-Moving,507
2022-49,S002,P0068,616,114,Fast-Moving,502
2022-49,S002,P0159,617,119,Fast-Moving,498
2022-49,S002,P0116,641,147,Fast-Moving,494
2022-49,S002,P0017,618,129,Fast-Moving,489
2022-49,S002,P0085,587,105,Fast-Moving,482
2022-49,S002,P0171,590,132,Fast-Moving,458
2022-49,S002,P0149,604,152,Fast-Moving,452
2022-49,S002,P0175,565,124,Fast-Moving,441
2022-49,S002,P0031,619,208,Fast-Moving,411
2022-49,S002,P0061,750,344,Fast-Moving,406
2022-49,S002,P0153,579,174,Fast-Moving,405
2022-49,S002,P0094,470,127,Fast-Moving,343
2022-49,S002,P0083,483,204,Fast-Moving,279
2022-49,S003,P0066,977,149,Fast-Moving,828
2022-49,S003,P0046,939,116,Fast-Moving,823
2022-49,S003,P0069,929,149,Fast-Moving,780
2022-49,S003,P0125,888,162,Fast-Moving,726
2022-49,S003,P0178,912,202,Fast-Moving,710
2022-49,S003,P0016,834,126,Fast-Moving,708
2022-49,S003,P0126,915,215,Fast-Moving,700
2022-49,S003,P0057,883,202,Fast-Moving,681
2022-49,S003,P0061,826,159,Fast-Moving,667
2022-49,S003,P0153,745,93,Fast-Moving,652
2022-49,S003,P0116,729,104,Fast-Moving,625
2022-49,S003,P0187,712,96,Fast-Moving,616
2022-49,S003,P0133,772,183,Fast-Moving,589
2022-49,S003,P0094,758,173,Fast-Moving,585
2022-49,S003,P0183,691,118,Fast-Moving,573
2022-49,S003,P0017,647,106,Fast-Moving,541
2022-49,S003,P0079,655,123,Fast-Moving,532
2022-49,S003,P0149,650,123,Fast-Moving,527
2022-49,S003,P0068,652,145,Fast-Moving,507
2022-49,S003,P0171,588,83,Fast-Moving,505
2022-49,S003,P0070,655,151,Fast-Moving,504
2022-49,S003,P0096,660,175,Fast-Moving,485
2022-49,S003,P0159,576,99,Fast-Moving,477
2022-49,S003,P0166,644,191,Fast-Moving,453
2022-49,S003,P0067,499,53,Fast-Moving,446
2022-49,S003,P0031,626,186,Fast-Moving,440
2022-49,S003,P0129,587,156,Fast-Moving,431
2022-49,S003,P0085,510,88,Fast-Moving,422
2022-49,S003,P0175,574,163,Fast-Moving,411
2022-49,S003,P0083,450,74,Fast-Moving,376
2022-49,S004,P0069,990,164,Fast-Moving,826
2022-49,S004,P0016,1024,201,Fast-Moving,823
2022-49,S004,P0187,1018,203,Fast-Moving,815
2022-49,S004,P0133,925,178,Fast-Moving,747
2022-49,S004,P0125,855,149,Fast-Moving,706
2022-49,S004,P0061,915,224,Fast-Moving,691
2022-49,S004,P0126,833,186,Fast-Moving,647
2022-49,S004,P0046,865,221,Fast-Moving,644
2022-49,S004,P0057,916,284,Fast-Moving,632
2022-49,S004,P0178,748,127,Fast-Moving,621
2022-49,S004,P0166,700,81,Fast-Moving,619
2022-49,S004,P0129,720,106,Fast-Moving,614
2022-49,S004,P0083,725,120,Fast-Moving,605
2022-49,S004,P0066,952,349,Fast-Moving,603
2022-49,S004,P0175,745,181,Fast-Moving,564
2022-49,S004,P0085,660,100,Fast-Moving,560
2022-49,S004,P0116,684,137,Fast-Moving,547
2022-49,S004,P0079,629,99,Fast-Moving,530
2022-49,S004,P0017,702,172,Fast-Moving,530
2022-49,S004,P0153,696,182,Fast-Moving,514
2022-49,S004,P0067,613,104,Fast-Moving,509
2022-49,S004,P0070,587,84,Fast-Moving,503
2022-49,S004,P0171,589,89,Fast-Moving,500
2022-49,S004,P0096,553,81,Fast-Moving,472
2022-49,S004,P0031,594,147,Fast-Moving,447
2022-49,S004,P0149,539,117,Fast-Moving,422
2022-49,S004,P0094,636,223,Fast-Moving,413
2022-49,S004,P0068,633,232,Fast-Moving,401
2022-49,S004,P0159,526,231,Fast-Moving,295
2022-49,S004,P0183,395,122,Fast-Moving,273
2022-49,S005,P0069,1149,280,Fast-Moving,869
2022-49,S005,P0133,1011,153,Fast-Moving,858
2022-49,S005,P0046,1047,251,Fast-Moving,796
2022-49,S005,P0178,1001,253,Fast-Moving,748
2022-49,S005,P0061,875,161,Fast-Moving,714
2022-49,S005,P0187,795,104,Fast-Moving,691
2022-49,S005,P0125,860,188,Fast-Moving,672
2022-49,S005,P0017,709,49,Fast-Moving,660
2022-49,S005,P0126,877,217,Fast-Moving,660
2022-49,S005,P0116,764,120,Fast-Moving,644
2022-49,S005,P0149,729,88,Fast-Moving,641
2022-49,S005,P0066,855,249,Fast-Moving,606
2022-49,S005,P0183,652,72,Fast-Moving,580
2022-49,S005,P0016,792,214,Fast-Moving,578
2022-49,S005,P0166,651,88,Fast-Moving,563
2022-49,S005,P0096,626,88,Fast-Moving,538
2022-49,S005,P0067,626,91,Fast-Moving,535
2022-49,S005,P0057,736,206,Fast-Moving,530
2022-49,S005,P0083,690,165,Fast-Moving,525
2022-49,S005,P0175,714,198,Fast-Moving,516
2022-49,S005,P0153,711,199,Fast-Moving,512
2022-49,S005,P0031,638,157,Fast-Moving,481
2022-49,S005,P0079,653,186,Fast-Moving,467
2022-49,S005,P0171,537,70,Fast-Moving,467
2022-49,S005,P0129,642,187,Fast-Moving,455
2022-49,S005,P0085,536,99,Fast-Moving,437
2022-49,S005,P0159,560,159,Fast-Moving,401
2022-49,S005,P0094,490,93,Fast-Moving,397
2022-49,S005,P0070,553,205,Fast-Moving,348
2022-49,S005,P0068,538,198,Fast-Moving,340
2022-50,S001,P0046,1252,183,Fast-Moving,1069
2022-50,S001,P0187,896,132,Fast-Moving,764
2022-50,S001,P0126,883,123,Fast-Moving,760
2022-50,S001,P0057,917,165,Fast-Moving,752
2022-50,S001,P0066,846,118,Fast-Moving,728
2022-50,S001,P0061,914,195,Fast-Moving,719
2022-50,S001,P0178,853,154,Fast-Moving,699
2022-50,S001,P0016,861,164,Fast-Moving,697
2022-50,S001,P0068,806,123,Fast-Moving,683
2022-50,S001,P0069,757,108,Fast-Moving,649
2022-50,S001,P0125,840,235,Fast-Moving,605
